id,full name,code,acronym,country,finantial
5182,Tbilisi Aviation University,,AIRFERRY,Georgia,N
5183,Trans Am Compania,,AERO TRANSAM,Ecuador,N
5184,Trans Sahara Air,,TRANS SAHARA,Nigeria,N
5185,Transportes Aereos Sierra Madre,,TRANSPORTE SIERRA,Mexico,N
5186,Trans Asian Airlines,,TRASER,Kazakhstan,N
5187,Turan Air,3T,TURAN,Azerbaijan,Y
5188,TRIP Linhas A,8R,TRIP,Brazil,Y
5189,Tusheti,,TUSHETI,Georgia,N
5190,TAPC Aviatrans Aircompany,,AVIATAPS,Uzbekistan,N
5191,Trans-Ulgii,,TRANS-ULGII,Mongolia,N
5192,Transarabian Transportation Services,,ARABIAN TRANSPORT,Uganda,N
5193,Transaven,,TRANSAVEN AIRLINE,Venezuela,N
5194,Tag Aviation UK,,SOVEREIGN,United Kingdom,N
5195,Tbilaviamsheni,,TBILAVIA,Georgia,N
5196,Taxi de Veracruz,,VERACRUZ,Mexico,N
5197,Travel Express Aviation Services,,TRAVEL EXPRESS,Indonesia,N
5198,Taxi Aero Del Norte,,TAXI NORTE,Mexico,N
5199,Transports et Travaux A,OF,,,N
5202,USAF Air Mobility Operations Control Center,,,United States,N
5203,U.S. Department of the Interior,,INTERIOR,United States,N
5204,United Kingdom Civil Aviation Authority,,EXAM,United Kingdom,N
5205,Union des Transports Africains de Guinee,,TRANSPORT AFRICAIN,Guinea,N
5206,US Army Parachute Team,,GOLDEN KNIGHTS,United States,N
5207,USA3000 Airlines,U5,GETAWAY,United States,Y
5208,United Arabian Airlines,,UNITED ARABIAN,Sudan,N
5209,United Airlines,UA,UNITED,United States,Y
5210,United Air Charters,,UNITAIR,Zimbabwe,Y
5211,United Carriers Systems,,UNITED CARRIERS,United States,N
5212,United Eagle Airlines,,UNITED EAGLE,China,N
5213,United Feeder Service,U2,,United States,N
5214,United Kingdom Civil Aviation Authority,,MINAIR,United Kingdom,N
5215,United Kingdom Royal VIP Flights,,KITTYHAWK,United Kingdom,N
5216,United Kingdom Royal VIP Flight,,SPARROWHAWK,United Kingdom,N
5217,United Kingdom Civil Aviation Authority,,STANDARDS,United Kingdom,N
5218,United Kingdom Royal VIP Flights,,RAINBOW,United Kingdom,N
5219,United States Coast Guard Auxiliary,,COASTGUARD AUXAIR,United States,N
5220,United States Department Of Agriculture,,AGRICULTURE,United States,N
5221,University Air Squadron,,,United Kingdom,N
5222,University Air Squadron,,,United Kingdom,N
5223,University Air Squadron,,,United Kingdom,N
5224,University Air Squadron,,,United Kingdom,N
5225,Universal Avia,,KHARKIV UNIVERSAL,Ukraine,N
5226,UK HEMS,,HELIMED,United Kingdom,N
5227,USA Jet Airlines,U7,JET USA,United States,N
5228,Unijet,,LEADAIR,France,N
5229,US Marshals Service,,MARSHALAIR,United States,N
5230,University of North Dakota,,SIOUX,United States,N
5231,Universal Airlines,,PACIFIC NORTHERN,United States,N
5232,Uganda Royal Airways,,UGANDA ROYAL,Uganda,N
5233,United Aviation Services,,UNISERVE,Spain,N
5234,Ural Airlines,U6,SVERDLOVSK AIR,Russia,Y
5235,Ukraine Transavia,,KIROVTRANS,Ukraine,N
5236,United Arab Emirates Air Force,,UNIFORCE,United Arab Emirates,N
5237,Union Africaine des Transports,,UNAIR,Ivory Coast,N
5238,Uganda Air Cargo,,UGANDA CARGO,Uganda,N
5239,US Airports Air Charter,,US CHARTER,United States,N
5240,Ucoaviacion,,UCOAVIACION,Spain,N
5241,Ues-Avia Aircompany,,AVIASYSTEM,Ukraine,N
5242,UFS,,FEEDER EXPRESS,United States,N
5243,Uganda Airlines,,UGANDA,Uganda,N
5244,Urgemer Canarias,,URGEMER,Spain,N
5245,Ukrainian Helicopters,,UKRAINE COPTERS,Ukraine,N
5246,Ulyanovsk Higher Civil Aviation School,,PILOT AIR,Russia,N
5247,Universal Jet Rental de Mexico,,UNIVERSAL JET,Mexico,N
5248,Universal Jet Aviation,,UNI-JET,United States,N
5249,UK International Airlines,,KHALIQ,United Kingdom,N
5250,Ukraine Air Alliance,,UKRAINE ALLIANCE,Ukraine,N
5251,UM Airlines,UF,UKRAINE MEDITERRANEE,Ukraine,Y
5252,Ukraine Air Enterprise,,ENTERPRISE UKRAINE,Ukraine,N
5253,United Kingdom Home Office,,POLICE,United Kingdom,N
5254,Ukrainian Cargo Airways,6Z,CARGOTRANS,Ukraine,N
5255,Ultrair,,ULTRAIR,United States,N
5256,Unitemp-M,,TOPAZ,Russia,N
5257,Uni-Fly,,UNICOPTER,Denmark,N
5258,Union Flights,,UNION FLIGHTS,United States,N
5259,Universal Jet,,PROJET,Spain,N
5260,Unsped Paket Servisi,,UNSPED,Turkey,N
5261,Unifly Servizi Aerei,,UNIEURO,Italy,N
5262,Ukrainian Pilot School,,PILOT SCHOOL,Ukraine,N
5263,United Parcel Service,5X,UPS,United States,N
5264,Uraiavia,,URAI,Russia,N
5265,US Airways,US,U S AIR,United States,Y
5266,US Check Airlines,,STAR CHECK,United States,N
5267,USAfrica Airways,,AFRICA EXPRESS,United States,N
5268,US Helicopter,,US-HELI,United States,Y
5269,US Jet,,USJET,United States,N
5270,US Express,,AIR EXPRESS,United States,N
5271,UTair Aviation,UT,UTAIR,Russia,Y
5272,UTAGE,,UTAGE,Equatorial Guinea,N
5273,Utair South Africa,,AIRUT,South Africa,N
5274,Ukrainian State Air Traffic Service Enterprise,,AIRRUH,Ukraine,N
5275,Urartu-Air,,,Armenia,N
5276,Universal Airways,,UNIVERSAL,United States,N
5277,Universal Airlines,,GUYANA JET,Guyana,N
5278,Uvavemex,,UVAVEMEX,Mexico,N
5279,United States Air Force,,AIR CHIEF,United States,Y
5280,United Aviation,,UNITED AVIATION,Kuwait,N
5281,Uzbekistan Airways,HY,UZBEK,Uzbekistan,Y
5282,Ukraine International Airlines,PS,UKRAINE INTERNATIONAL,Ukraine,Y
5283,Universal Airlines,,AIRGO,United States,N
5284,US Helicopter Corporation,UH,,United States,Y
5288,V Australia Airlines,VA,KANGA,Australia,N
5289,V Bird Airlines Netherlands,,VEEBEE,Netherlands,N
5290,V-avia Airline,,VEE-AVIA,Ukraine,N
5291,V-Berd-Avia,,VEEBIRD-AVIA,Armenia,N
5292,Vacationair,,VACATIONAIR,Canada,N
5293,Valair AG (Helicoptere),,ROADWATCH,Switzerland,N
5294,Valan International Cargo Charter,,NALAU,South Africa,N
5295,Valan Limited,,VALAN,Moldova,N
5296,Valfell-Verkflug,,ROTOR,Iceland,N
5297,Valuair,VF,VALUAIR,Singapore,Y
5298,Van Air Europe,,EUROVAN,Czech Republic,N
5299,Vanguardia en Aviacion en Colima,,VANGUARDIA COLIMA,Mexico,N
5300,Vanguard Airlines,,VANGUARD AIR,United States,N
5301,Vasco Air,,VASCO AIR,Vietnam,Y
5302,Vega,,SEGA,Kazakhstan,N
5303,Vega Air Company,,WEGA FRANKO,Ukraine,N
5304,Veles,, Ukrainian Aviation Company,VELES,N
5305,Verataxis,,VERATAXIS,Mexico,N
5306,Veritair Ltd,,NET RAIL,United Kingdom,N
5307,Voyageur Airways,VC,VOYAGEUR,Canada,N
5308,Vernicos Aviation,,NIGHT RIDER,Greece,N
5309,Vietnam Airlines,VN,VIET NAM AIRLINES,Vietnam,Y
5310,Vozdushnaya Academy,,VOZAIR,Kazakhstan,N
5311,VIM Airlines,NN,MOV AIR,Russia,Y
5312,VIM-Aviaservice,,,Russia,N
5313,VIA Rail Canada,2R,,Canada,N
5314,Victoria Aviation,,ENDEAVOUR,United Kingdom,N
5315,Viscount Air Service,,VISCOUNT AIR,United States,N
5317,Vision Airlines,,SUPER JET,Nigeria,N
5318,VIP Air Charter,,FOX FLIGHT,United States,N
5319,VIP Avia,,NICOL,Kazakhstan,N
5320,VIP Avia,,PAREX,Latvia,N
5321,Visionair,,VISIONAIR,Ireland,N
5322,Viasa,VA,,Venezuela,N
5323,VICA - Viacao Charter Aereos,,VICA,Brazil,N
5324,Volare Air Charter Company,,CARMEN,United States,N
5325,Volaris,Y4,VOLARIS,Mexico,Y
5326,Volga-Dnepr Airlines,VI,VOLGA-DNEPR,Russia,Y
5327,Vega Airlines,,VEGA AIRLINES,Bulgaria,N
5328,Venescar Internacional,,VECAR,Venezuela,N
5329,Victor Echo,,VICTOR ECHO,Spain,N
5330,Virgin Express Ireland,,GREEN ISLE,Ireland,N
5331,Virgin America,VX,REDWOOD,United States,Y
5332,Vieques Air Link,,VIEQUES,United States,N
5333,Virgin Express,TV,VIRGIN EXPRESS,Belgium,Y
5334,VZ Flights,,ZETA FLIGHTS,Mexico,N
5335,Virgin Nigeria Airways,VK,VIRGIN NIGERIA,Nigeria,Y
5336,Vologda State Air Enterprise,,VOLOGDA AIR,Russia,N
5337,VH-Air Industrie,,AIR V-H,Angola,N
5338,VHM Schul-und-Charterflug,,EARLY BIRD,Germany,N
5339,Vibroair Flugservice,,VITUS,Germany,N
5340,VIP Servicios Aereos Ejecutivos,,VIP-EJECUTIVO,Mexico,N
5341,VIP Empresarial,,VIP EMPRESARIAL,Mexico,N
5342,VIF Luftahrt,,VIENNA FLIGHT,Austria,N
5343,Vega Aviation,,VEGA AVIATION,Sudan,N
5344,Vichi,,VICHI,Moldova,N
5345,Viking Airlines,,SWEDJET,Sweden,N
5346,Vinair - Helicoptereos,,VINAIR,Portugal,N
5347,Virgin Atlantic Airways,VS,VIRGIN,United Kingdom,Y
5348,Viajes Ejecutivos Mexicanos,,VIAJES MEXICANOS,Mexico,N
5349,Vistajet,,VISTA,Canada,N
5350,Viva Macau,ZG,JACKPOT,Macao,Y
5351,Volare Airlines,VE,VOLA,Italy,Y
5352,Vueling Airlines,VY,VUELING,Spain,Y
5353,Vladivostok Air,XF,VLADAIR,Russia,Y
5354,Varig Log,LC,VELOG,Brazil,Y
5355,Vertical-T Air Company,,VERTICAL,Russia,N
5356,Vero Monmouth Airlines,,VERO MONMOUTH,United States,N
5357,Vipport Joint Stock Company,,,Russia,N
5358,Viaggio Air,VM,VIAGGIO,Bulgaria,N
5359,Voyager Airlines,,VOYAGER AIR,Bangladesh,N
5360,Virgin Australia,VA,VIRGIN,Australia,Y
5361,Virgin Blue,DJ,BLUEY,Australia,N
5362,VIP Air,,VIP TAXI,Slovakia,N
5363,Veteran Air,,VETERAN,Ukraine,N
5364,VIP-Avia,,VIP AVIA,Georgia,N
5365,Vertair,,VERITAIR,United Kingdom,N
5366,Volare Airlines,,UKRAINE VOLARE,Ukraine,N
5367,Voar Lda,,VOAR LINHAS,Angola,N
5368,VRG Linhas Aereas,RG,VARIG,Brazil,Y
5369,Vickers Limited,,VICKERS,United Kingdom,N
5370,Visig Operaciones Aereas,,VISIG,Spain,N
5371,Vision Airways Corporation,,VISION,Canada,N
5372,Voronezh Aircraft Manufacturing Society,,VASO,Russia,N
5373,VASP,VP,VASP,Brazil,Y
5374,Virign Islands Seaplane Shuttle,,WATERBIRD,United States,N
5375,Vuelos Especializados Tollocan,,VUELOS TOLLOCAN,Mexico,N
5376,Vuelos Corporativos de Tehuacan,,VUELOS TEHUACAN,Mexico,N
5377,Vostok Airlines,,VOSTOK,Russia,N
5378,Victor Tagle Larrain,,VITALA,Chile,N
5379,Vointeh,,VOINTEH,Bulgaria,N
5380,Vuelos Internos Privados VIP,,VIPEC,Ecuador,N
5381,Vuela Bus,,VUELA BUS,Mexico,N
5382,Vzlyet,,VZLYET,Russia,N
5383,VLM Airlines,VG,RUBENS,Belgium,Y
5384,Viking Express,,TITAN AIR,United States,N
5385,Victoria International Airways,,VICTORIA UGANDA,Uganda,N
5386,Volga Aviaexpress,,GOUMRAK,Russia,N
5387,WDL Aviation,,WDL,Germany,N
5388,WRA Inc,,WRAP AIR,United States,N
5389,WSI Corporation,,,United States,N
5390,Walmart Aviation,,CHARGE,United States,N
5391,Walsten Air Services,,WALSTEN,Canada,N
5392,Walter I Linkoping,,GOTHIC,Sweden,N
5393,Wapiti Aviation,,WAPITI,Canada,N
5394,Warbelow's Air Ventures,,WARBELOW,United States,N
5395,Warwickshire Aerocentre Ltd.,,AIRTAX,United Kingdom,N
5396,Wasaya Airways,,WASAYA,Canada,N
5397,Wayraper,7W,WAYRAPER,Peru,Y
5398,Weasua Air Transport Company,,WATCO,Liberia,N
5399,WebJet Linhas A,WJ,WEB-BRASIL,Brazil,Y
5400,Welch Aviation,,THUNDER BAY,United States,N
5401,Welcome Air,2W,WELCOMEAIR,Austria,Y
5402,Wermlandsflyg AB,,BLUESTAR,Sweden,N
5403,West Africa Airlines,,KILO YANKEE,Ghana,N
5404,West African Air Transport,,WESTAF AIRTRANS,Senegal,N
5405,West African Airlines,,,Benin,N
5406,West African Cargo Airlines,,WESTAF CARGO,Mauritania,N
5407,West Air Luxembourg,,WEST LUX,Luxembourg,N
5408,West Air Sweden,PT,AIR SWEDEN,Sweden,N
5409,West Caribbean Airways,,,Colombia,N
5410,West Caribbean Costa Rica,,WEST CARIBBEAN,Costa Rica,N
5411,West Coast Air,8O,,Canada,Y
5412,West Coast Airlines,,WHISKY INDIA,Ghana,N
5413,West Coast Airways,,WEST-LEONE,Sierra Leone,N
5414,West Freugh DTEO,,TEEBIRD,United Kingdom,N
5415,West Wind Aviation,,WESTWIND,Canada,N
5416,WestJet,WS,WESTJET,Canada,Y
5417,Westair Aviation,,WESTAIR WINGS,Namibia,N
5418,Westair Cargo Airlines,,WESTCAR,Cote d'Ivoire,N
5419,Westair Industries,,PAC VALLEY,United States,N
5420,Westcoast Energy,,BLUE FLAME,Canada,N
5421,Western Air,,WESTERN BAHAMAS,Bahamas,N
5422,Western Air Couriers,,NORPAC,United States,N
5423,Western Air Express,,WESTERN EXPRESS,United States,N
5424,Western Airlines,WA,WESTERN,United States,Y
5425,Western Arctic Air,,WESTERN ARCTIC,Canada,N
5426,Western Aviators,,WESTAVIA,United States,N
5427,Western Express Air Lines,,WEST EX,Canada,N
5428,Western Pacific Airlines,,KOMSTAR,United States,N
5429,Western Pacific Airservice,,WESTPAC,Solomon Islands,N
5430,Westflight Aviation,,WEST LINE,United Kingdom,N
5431,Westgates Airlines,,WESTATES,United States,N
5432,Westland Helicopters,,WESTLAND,United Kingdom,N
5433,Westpoint Air,,WESTPOINT,Canada,N
5434,Westward Airways,CN,WESTWARD,United States,N
5435,White,,YOUNG SKY,Portugal,N
5436,White Eagle Aviation,,WHITE EAGLE,Poland,N
5437,White River Air Services,,,Canada,N
5438,Whyalla Airlines,,,Australia,N
5439,Wider끀e,WF,WIDEROE,Norway,Y
5440,Wiggins Airways,,WIGGINS AIRWAYS,United States,N
5441,Wiking Helikopter Service,,WEEKING,Germany,N
5442,Wilbur's Flight Operations,,WILBURS,United States,N
5443,Williams Air,,WILLIAMS AIR,United States,N
5444,Williams Grand Prix Engineering,,GRAND PRIX,United Kingdom,N
5445,Wimbi Dira Airways,,WIMBI DIRA,Democratic Republic of Congo,N
5446,Winair,,WINAIR,United States,N
5447,Wind Jet,IV,GHIBLI,Italy,Y
5448,Wind Spirit Air,,WIND SPIRIT,United States,N
5449,Windrose Air,,QUADRIGA,Germany,N
5450,Windward Islands Airways International,,WINDWARD,Netherland,N
5451,Wings Air,IW,WINGS ABADI,Indonesia,Y
5452,Wings Air Transport,,,Sudan,N
5453,Wings Airways,,WING SHUTTLE,United States,N
5454,Wings Aviation,,WINGJET,Guyana,N
5455,Wings Express,,WINGS EXPRESS,United States,N
5456,Wings of Alaska,K5,WINGS ALASKA,United States,N
5457,Wings of Lebanon Aviation,,WING LEBANON,Lebanon,N
5458,Winlink,,WINLINK,Saint Lucia,N
5459,Wisconsin Air National Guard,,,United States,N
5460,Wisman Aviation,,WISMAN,United States,N
5461,Wizz Air,W6,WIZZ AIR,Hungary,Y
5462,Wizz Air Hungary,8Z,WIZZBUL,Bulgaria,Y
5463,Wondair on Demand Aviation,,WONDAIR,Spain,N
5464,Woodgate Executive Air Charter,,CAUSEWAY,United Kingdom,N
5465,World Airways,WO,WORLD,United States,Y
5466,World Weatherwatch,,,Canada,N
5467,World Wing Aviation,,MANAS WING,Kyrgyzstan,N
5468,Worldspan,1P,,United States,N
5469,Worldwide Air Charter Systems,,CHARTER SYSTEMS,Canada,N
5470,Worldwide Aviation Services,,,Pakistan,N
5471,Worldwide Jet Charter,,WORLDWIDE,United States,N
5472,Wright Air Lines,,WRIGHT-AIR,United States,N
5473,Wright Air Service,8V,WRIGHT FLYER,United States,N
5474,Wuhan Airlines,,WUHAN AIR,China,N
5475,Wycombe Air Centre,,WYCOMBE,United Kingdom,N
5476,Wyoming Airlines,,WYOMING,United States,N
5479,XL Airways France,SE,STARWAY,France,Y
5480,XP Internation,,XP PARCEL,Netherlands,N
5481,Xabre Aerolineas,,AERO XABRE,Mexico,N
5482,Xclusive Jet Charter Limited,,EXCLUSIVE JET,United Kingdom,N
5483,Xerox Corporation,,XEROX,United States,N
5484,Xiamen Airlines,MF,XIAMEN AIR,China,Y
5485,Xinjiang Airlines,,XINJIANG,China,N
5486,Xjet Limited,,XRAY,United Kingdom,N
5487,Xtra Airways,XP,RUBY MOUNTAIN,United States,N
5490,Yak-Service,,YAK-SERVICE,Russia,N
5491,Yakolev,,YAK AVIA,Russia,N
5492,Yamal Airlines,YL,YAMAL,Russia,Y
5493,Yana Airlines,,VICAIR,Cambodia,N
5494,Yangtze River Express,Y8,YANGTZE RIVER,China,N
5495,Yellow Wings Air Services,,YELLOW WINGS,Kenya,N
5496,Yemenia,IY,YEMENI,Yemen,Y
5497,Yerevan-Avia,,YEREVAN-AVIA,Armenia,N
5498,Young Flying Service,,YOUNG AIR,United States,N
5499,Yuhi Air Lines,,,Japan,N
5500,Yuzhnaya Aircompany,,PLUTON,Kazakhstan,N
5501,Yuzhmashavia,,YUZMASH,Ukraine,Y
5504,Z-Avia,,ZEDAVIA,Armenia,N
5505,Zagros Airlines,,ZAGROS,Iran,N
5506,Zaire Aero Service,,ZASAIR,Democratic Republic of Congo,N
5507,Zairean Airlines,,ZAIREAN,Democratic Republic of Congo,N
5508,Zambian Airways,Q3,ZAMBIANA,Zambia,N
5509,Zambezi Airlines,,ZAMBEZI WINGS,Zambia,N
5510,Zanair,,ZANAIR,Tanzania,Y
5511,Zantop International Airlines,,ZANTOP,United States,N
5512,ZAS Airlines of Egypt,,ZAS AIRLINES,Egypt,N
5513,Zenith Air,,ZENAIR,South Africa,N
5514,Zenmour Airlines,,ZENMOUR,Mauritania,N
5515,Zephyr Express,,RECOVERY,United States,N
5516,Zhejiang Airlines,,ZHEJIANG,China,N
5517,Zhetysu,,ZHETYSU,Kazakhstan,N
5518,Zhez Air,,,Kazakhstan,N
5519,Zhongfei General Aviation,,ZHONGFEI,China,N
5520,Zhongyuan Aviation,,ZHONGYUAN,China,N
5521,Zip,3J,ZIPPER,Canada,N
5522,Zimex Aviation,C4,ZIMEX,Switzerland,N
5523,Zoom Airlines,Z4,ZOOM,Canada,Y
5524,Zoom Airways,,ZED AIR,Bangladesh,N
5525,Zorex,,ZOREX,Spain,N
5526,Zracno Pristaniste Mali Losinj,,MALI LOSINJ,Croatia,N
5533,Tyrolean Airways,\N,TYROLEAN,\N,Y
5556,buzz,UK,\N,\N,N
5559,Maldivian Air Taxi,8Q,\N,Maldives,Y
5584,Sky Express,XW,SKYSTORM,Russia,Y
5640,Yellow Air Taxi,Y0,,United States,N
5651,Royal Air Cambodge,VJ,,Cambodia,Y
5813,Air Mandalay,6T,Six Tango,Burma,Y
5833,TEA Switzerland,,,Switzerland,N
5905,TAN-SAHSA,SH,Sierra Hotel,Honduras,N
5982,Air Busan,BX,Air Busan,Republic of Korea,Y
6002,TUI Airlines Belgium,TB,BEAUTY,Belgium,N
6182,Arctic Air,,Arctic Norway,Norway,N
6183,Braathens,BU,Braathens,Norway,N
6196,Globus,GH,,Russia,Y
6222,Air Kazakhstan,9Y,Kazakh,Kazakhstan,Y
6557,Japan Air System,JD,Air System,Japan,Y
6578,Annsett New Zealand (NZA),ZQ,,New Zealand,N
6855,EasyJet (DS),DS,,Switzerland,Y
6856,Rheintalflug,,Rheintal,Austria,N
6860,Dan-Air London,,,United Kingdom,N
6862,Fred. Olsen,,,Norway,N
8359,Star Peru (2I),2I,,Peru,Y
8434,Robin Hood Aviation,,Sherwood,Austria,N
8461,Carnival Air Lines,KW,Carnival Air,United States,Y
8463,United Airways,4H,UNITED BANGLADESH,Bangladesh,Y
8523,Inter European Airways,,,United Kingdom,N
8568,Trans Maldivian Airways,M8,,Maldives,N
8576,Fly540,5H,SWIFT TANGO,Kenya,Y
8745,Transavia France,TO,FRENCH SUN,France,Y
8809,Island Air (WP),WP,,United States,Y
9018,1-2-go,OG,,Thailand,N
9082,Uni Air,B7,Glory,Taiwan,Y
9135,Gomelavia,YD,,Belarus,Y
9225,NordWind Airlines,,NORDLAND,Russia,N
9239,Red Wings,WZ,AIR RED,Russia,Y
9286,Hellenic Star Airways,,Hellenic Star,Greece,N
9287,BAE Systems Flight Training,,,Australia,N
9335,TUIfly (X3),11,,Germany,Y
9343,Felix Airways,FU,,Yemen,Y
9344,Kostromskie avialinii,K1,,Russia,Y
9373,Greenfly,XX,,Spain,Y
9531,Tajik Air,7J,,Tajikistan,Y
9541,Air Mozambique,TM,,Mozambique,Y
9577,ELK Airways,--,,Estonia,Y
9620,Gabon Airlines,GY,GABON AIRLINES,Gabon,Y
9626,MCA Airlines,,CALSON,Sweden,Y
9656,Maldivo Airlines,ML,Maldivo,Maldives,Y
9666,Virgin Pacific,VH,,Fiji,Y
9764,Zest Air,Z2,,Philippines,Y
9784,Yangon Airways,HK,Hotel Kilo,Burma,Y
9793,Transport A똿rien Transr똿gional,IJ,,France,N
9798,L꽖O Flugmennt,,,Iceland,N
9808,Minerva Airlines,N4,,Italy,N
9809,Eastar Jet,ZE,Eastar,South Korea,Y
9810,Jin Air,LJ,Jin Air,South Korea,Y
9811,Wataniya Airways,,,Kuwait,Y
9814,A똿ris (Priv),SH,,France,N
9818,Air Arabia Maroc,3O,Air Arabia,Morocco,Y
9825,Baltic Air lines,B1,Baltic,Latvia,Y
9828,Ciel Canadien,YC,Ciel,Canada,Y
9829,Canadian National Airways,CN,CaNational,Canada,Y
9833,Epic Holiday,FA,Epic,United States,Y
9838,Indochina Airlines,,Airspup,Vietnam,Y
9840,JetWind,,Jetwind,United States,N
9851,Air Comet Chile,3I,,Chile,Y
9853,Nazca,-.,,Peru,N
9859,German Air Force - FLB,,FLB,Germany,Y
10069,City-Air Germany,,,Germany,N
10094,Voronezhskie Airlanes,DN,,Russia,N
10114,Line Blue,L8,Bluebird,Germany,Y
10117,FlyLAL Charters,,,Lithuania,Y
10118,Blue Sky America,BU,,United States,N
10119,Texas Spirit,XS,,United States,N
10121,Illinois Airways,IL,,United States,N
10122,Salzburg arrows,SZ,SZA,Austria,Y
10123,Texas Wings,TQ,TXW,United States,Y
10124,California Western,KT,,United States,N
10128,Dennis Sky,DH,DSY,Israel,Y
10224,Zz,ZZ,,Belgium,Y
10226,Atifly,A1,atifly,United States,Y
10318,Air UK,UK,,United Kingdom,N
10334,Suckling Airways,CB,,United Kingdom,N
10367,Reno Sky,RY,,United States,N
10371,Aerolineas heredas santa maria,,,Dominican Republic,Y
10372,Ciao Air,99,,Italy,Y
10642,Jc royal.britannica,,,United Kingdom,Y
10646,Birmingham European,VB,,United Kingdom,N
10650,Pal airlines,5P,,Chile,Y
10673,CanXpress,C1,CAX,Canada,Y
10674,Danube Wings (V5),V5,,Slovakia,Y
10675,Sharp Airlines,SH,SHARP,Australia,Y
10683,CanXplorer,C2,,Canada,Y
10715,Click (Mexicana),QA,,Mexico,Y
10735,World Experience Airline,W1,WEA,Canada,Y
10737,ALAK,J4,,Russia,Y
10738,AJT Air International,E9,,Russia,N
10739,Air Choice One,3E,,United States,Y
10740,Tianjin Airlines,,,China,Y
10741,China United,KN,,China,Y
10748,Locair,ZQ,LOCAIR,United States,Y
10758,Safi Airlines,4Q,,Afghanistan,Y
10765,SeaPort Airlines,K5,SASQUATCH,United States,Y
10776,Salmon Air,S6,,United States,Y
10796,Fly Illi,IL,,United States,N
10798,Bobb Air Freight,1,,Germany,Y
10800,Star1 Airlines,V9,,Lithuania,Y
10845,Pelita,6D,,Indonesia,Y
10902,Alpi Eagles (E8),E8,,Italy,N
10912,Alaska Seaplane Service,J5,,United States,Y
10929,TAN,T8,,Argentina,N
10945,Enerjet,,ENERJET AIR,Canada,Y
10955,MexicanaLink,I6,LINK,Mexico,Y
10960,Island Spirit,IP,,Iceland,Y
10969,TACA Peru,T0,TACA PERU,Peru,Y
11700,Orbest,,ORBEST,Portugal,Y
11719,Southern Air Charter,,,Bahamas,Y
11724,SVG Air,,Grenadines,Saint Vincent and the Grenadines,Y
11726,Air Century,,,Dominican Republic,Y
11731,Pan Am World Airways Dominicana,7Q,PAWA,Dominican Republic,Y
11732,Primera Air,PF,PRIMERA,Iceland,Y
11741,Air Antilles Express,3S,GREEN BIRD,Guadeloupe,Y
11751,Sol Lineas Aereas,,FLIGHT SOL,Argentina,Y
11755,Regional Paraguaya,P7,REGIOPAR,Paraguay,Y
11761,VIP Ecuador,V6,,Ecuador,Y
11762,Transportes Aereos Cielos Andinos,,ANDINOS,Peru,Y
11763,Peruvian Airlines,P9,,Peru,Y
11765,EasyFly,,EASYFLY,Colombia,Y
11767,Polar Airlines,맳熬,,Russia,Y
11794,Catovair,OC,CATOVAIR,Mauritius,Y
11795,Andalus Lineas Aereas,,Andalus,Spain,Y
11798,Air 26,,DUCARD,Angola,Y
11800,Mauritania Airways,,MAURITANIA AIRWAYS,Mauritania,Y
11802,CEIBA Intercontinental,,CEIBA LINE,Equatorial Guinea,Y
11804,Halcyonair,7Z,CREOLE,Cape Verde,Y
11805,Business Aviation,4P,AFRICAN BUSINESS,Congo (Kinshasa),Y
11806,Compagnie Africaine d\\'Aviation,E9,AFRICOMPANY,Congo (Kinshasa),Y
11808,Zambia Skyways,K8,ZAMBIA SKIES,Zambia,Y
11811,AlMasria Universal Airlines,UJ,ALMASRIA,Egypt,Y
11813,EgyptAir Express,,EGYPTAIR EXPRESS,Egypt,Y
11814,SmartLynx Airlines,6Y,,Latvia,Y
11815,Air Italy Egypt,,,Egypt,Y
11816,KoralBlue Airlines,K7,KORAL BLUE,Egypt,Y
11820,Wind Rose Aviation,,WIND ROSE,Ukraine,Y
11823,Elysian Airlines,E4,,Cameroon,Y
11833,Sevenair,,SEVENAIR,Tunisia,Y
11834,Hellenic Imperial Airways,HT,IMPERIAL,Greece,Y
11836,Amsterdam Airlines,WD,AMSTEL,Netherlands,Y
11838,Arik Niger,Q9,,Niger,Y
11839,Dana Air,DA,DANACO,Nigeria,Y
